tweet,labels
dont  rt fvckfresh light skin bitch  unread text amp still tweet nobodi talk  bitch outta control,Offensive Language
donat expen prom dress teen couldnt afford buy one dont selfish bitch,Offensive Language
done top done sip juic said bird crumb never,No Hate and Offensive
done dun kind shit yall nicca fill shit,Offensive Language
done hit bout  three bitch,Offensive Language
done seen lot fake shit bitch aint bad shes basic,Offensive Language
dont even say nigga say nigger im like chuck norri say nigger word without check shoulder,Hate Speech
dont fuck wit hoe broke bitch,Offensive Language
dont give singl shit wear suit white cotton sock go assum function retard,Offensive Language
dont got type bad bitch thang like aint got life cup ice everi ,Offensive Language
dont hide bitch im high im public,Offensive Language
dont kiss none hoe ,Offensive Language
dont know niggah could cover,Offensive Language
dont love hoe ,Offensive Language
dont mess sneaki ppl nd hoe intent,Offensive Language
dont mind gay peopl flamboy hey look ima faggot kinda gay annoy bruh play wit ya booti peac ion care,Offensive Language
dont say fuck bitch get money love em,Offensive Language
dont think ive ever seen fight real world mean word fight yeah ton time damn bitch swung,Offensive Language
dont understand rich peopl dress like trash,No Hate and Offensive
drag bitch hair captain caveman nnn,Offensive Language
dream twin girl lot yea karma know bitch,Offensive Language
dress feel felt like bitch id dress like one,Offensive Language
drive bitch waiv girl cant stop,Offensive Language
eat generic oreo baller budget bitch,Offensive Language
eat pussi,Offensive Language
fear niggah trust bitchhh,Offensive Language
feel bad bitch never disney world ,Offensive Language
feel bad nicca tho  ya girl hoe nicca,Offensive Language
feel bad info time  karma bitch,Offensive Language
feel everi song hear soundtrack life  relationship  anoth keep mind last song pussi control,Offensive Language
feel like got bitch slap karma,Offensive Language
feel like sad pussi shit piss right idk im feel,Offensive Language
feel like bad bitch wear rhineston pocket jean ,Offensive Language
feel like bitch got heartbroken day wed,Offensive Language
feel like swag fag w shirt lmao ,Offensive Language
feel like apart crowd like yes bitch let indirect talk shit ,Offensive Language
feel like gon homo revalut round dis bitch deez nigga expandin,Offensive Language
feel like slap bitch,Offensive Language
feel like niggah pac bitch set,Offensive Language
feel like hoe owe someth ,Offensive Language
feel alon miss wife much hate white trash rape kill daughter,Offensive Language
feel sorri fo nigga dat gtta make shit lie would hate think fuckin muchbitch,Offensive Language
feel sorri mexican asian nigga got wor shape bitch earth,Hate Speech
feel sorri nice peopl world theyr actual solut hoe asshol problem,Offensive Language
feel utter retard thank big  ,No Hate and Offensive
fell love wit side bitch crazi thing wasnt even bitch,Offensive Language
fight love make someth bitch think noth,Offensive Language
figur hoe wanna play game fuck em leav em ,Offensive Language
find new song like play hoe way time lol,Offensive Language
find funni asf peopl tri tell live life like bitch stay shadow thank lol ,Offensive Language
find amus senat tedcruz anchor babi lmao,No Hate and Offensive
find hard believ ceelo rape hoe easi get panti success,Offensive Language
fink catfish shit funni afta bitch think talk bow wow doe ,Offensive Language
flip dat pacc said fucc bitch n went,Offensive Language
follow sum bush ass bitch ,Offensive Language
forgot white trash texarkana well arkansa ,Hate Speech
found boom boom boom waaaaay ho girl fuck someon sing  year progress ,Offensive Language
found arm trash receptacl leg mud streamyou consid keep better track limb,No Hate and Offensive
planet ape king kong clip,No Hate and Offensive
fuck alien bitch demon angel bitch coupl centaur bitch got realli drunk fuck dragon chick coupl timesughhh,Offensive Language
fuck bad bitch staci lattisaw nigga ball blue like avatar,Offensive Language
fuck bitch  better watch yah hoe ,Offensive Language
fuck lux knowledg mook presenc deliveri connect peopl crazi,Offensive Language
fuck bitch use dream coulda die came disbelief nah dont wish speak name shit weak,Offensive Language
fuck shit yo bitch yesterday til couldnt stand straight call earlier ask could come get replay,Offensive Language
fuck littl sister last nightth pussi right pussi tight,Offensive Language
fuckedd bitch gave snack pack,Offensive Language
fuckin hate bitch voic omg,Offensive Language
fuck hate fuck neighborhood fuckin bitch someon everyday ,Offensive Language
fuck hate nigger bruh ,Hate Speech
gain pound bitch look thickkkkkk,Offensive Language
gassss nigga got gas hoe,Offensive Language
gave aunt tupac greatest hit cd  bitch lucki love tupac cd,Offensive Language
get  pound bag dawg mutt,No Hate and Offensive
get bitch tinder,Offensive Language
get gwop bitch rememb,Offensive Language
get nude bitch ,Offensive Language
get deep pussi touch back soul,Offensive Language
give nigga hope sell bitch dream,Offensive Language
give selfish littl bitch vibe get actual know tend put ,Offensive Language
gonna start unfollow angri bitch shit mad depress,Offensive Language
got  rain yesterday includ bird shit gaug,Offensive Language
got  bitch bitch snitch finger itchin shot em kitchen makem wash dish,Offensive Language
got  amp b progress report amp still touchin band  bitch get like ,Offensive Language
got  problem bitch aint onesh  think need sub machin gun gratata,Offensive Language
got  problem bitch aint ,Offensive Language
got  problem bitch aint one,Offensive Language
got  problem bitch aint one shes  em need michan gun,Offensive Language
got  problem pussi ass bitch aint one ,Offensive Language
got california love fuckin bitch pop shit,Offensive Language
got iss friday refus give phone bitch kiss ass caus get,Offensive Language
got lambo  door  seater  hoe yokohama vogu man bitch beauti  jesus,Offensive Language
got spanish bitch name nina paranoid,Offensive Language
got cousin rollin  got bitch tha hoover,Offensive Language
got gang old ass draft trash,Offensive Language
got main bitch got new hoe love ak got ,Offensive Language
got measli  follow instagram probabl bitch aint takin serious,Offensive Language
got miss call bitch ,Offensive Language
got someth pay  hunnit everi week  real bitch kno manag money ,Offensive Language
got surpri bitch,Offensive Language
got thick ass neck tho    hoe cant zip half zip fleec bitch,Offensive Language
got uncl marriag dude got hip like big momma swear lil kid mock walk dont even know,No Hate and Offensive
got ass cheek white tee hoe keep grindin,Offensive Language
got bad bitch stand,Offensive Language
got bitch geekin sneak cocaina cross custom ,Offensive Language
got bitch nervous like virgin flirtin wit uncl mervin,Offensive Language
got bitch dickthey aint yet nigga,Offensive Language
got bitch tho got,Offensive Language
got dirti bird hey shoot like larri bird hey,No Hate and Offensive
got everi reason feel like im bitch,Offensive Language
got good credit bitch credit gotta match mine,Offensive Language
got hella hoe,Offensive Language
got hoe got fuckin hoe got fuckin hoe ,Offensive Language
got hoe differ area code,Offensive Language
got hoe got hoe got hoe got hoe,Offensive Language
got lean got work got band nigguh,Offensive Language
got money hoe money hoe,Offensive Language
got privat track public soundcloud needa finish joint sick em yall hoe,Offensive Language
got trust drug dumb ass bitch,Offensive Language
got dawg norri blue flame bday dat bitch couldnt even drink u pop alcohol ass,Offensive Language
got eye red bone,No Hate and Offensive
got mind money need bad bitch ride round citi spend cash,Offensive Language
got legaci bitch fuck yall legaci chavodagreat jacobryanbruhn,Offensive Language
got rhythm stroke pattern im bout nut still bitch,Offensive Language
got patienc hoe actin lame ima stop fuckin wit yo ass quick asl,Offensive Language
got pic line stay grind tell bitch time bitch get car  got  ridin dayton spoke ,Offensive Language
got respect hoe shit,Offensive Language
got mani hor  hoe say gorgeous  tha air dat door issssss,Offensive Language
got bitch ass cowork stay late everi day last week dont complain mfs stay late send email left,Offensive Language
got lightskin pussi one time bitch damn near bout propo,Offensive Language
got yard work need doneyou got rt midcityac control excit sir  let gooooo teena ,Offensive Language
got someth ass keep think im pussi,Offensive Language
got soo mani funni pictur yesterday  bitch fucc,Offensive Language
got street head lock got yo bitch leg lock,Offensive Language
got street ina headlock got yo bitch ina leg lock fuck fed cop ,Offensive Language
got street ina headlock got yo bitch ina leg lock,Offensive Language
got streetz ina head locki got yo bitch ina leg lock,Offensive Language
got  dominican hoe random hit everi often amp cant tell like tryna rob,Offensive Language
got root beer chillin fridg imma crack bitch open,Offensive Language
got get trash make breakfast frau start laundri yall good till get back cracker,No Hate and Offensive
got yo bitch dick whip,Offensive Language
got lot hoe dick,Offensive Language
gotta bad bitch bake cooki,Offensive Language
gotta admit use tell bitch everyth want hear bighead chang way lil bit,Offensive Language
gotta bad bitch alway got hair fix alway n mall wit friend buy outfit,Offensive Language
gotta big head yah bitch think crown size,Offensive Language
gotta bitch suck dick till nut spit gut slurp shit back aint slut,Offensive Language
gotta bottl liq crib get im hit dat bitch  liq dat,Offensive Language
gotta get da gettin good nigguh,Offensive Language
gotta give de blasio credit man word nypd cant arrest nigga weed anymor hahahaha fuuuuuck yoouuuuu bitch,Offensive Language
grew hate blond primari color weav wouldnt stop request good mouthwork,No Hate and Offensive
grew ina jungl wit gorilla snake amp bird ass nigga ,Offensive Language
grew niggah dont trust niggah love niggah,Offensive Language
guarant b hot twat tonight dress leg open shoe,Offensive Language
guess come bitch peopl ,Offensive Language
guess bitch got twist think im weak someth look weak look scari look like somebodi finna pick w,Offensive Language
guess nicca think owe money long youll forget ,Offensive Language
guess none deez rappin ass nigga wanna throw dem bitch wit da big homi ,Offensive Language
guess oh bitch dont ha,Offensive Language
 fag space ae  hour excus confus wheresshitgo,Offensive Language
date wit iren nd bitch stood matter fact stood da whole citi thanx fuck cunt iren ur ass grea,Offensive Language
dope ass parlay week san fran woulda hoe ran back pick  shit rig yo,Offensive Language
dream  grade class except current self rememb think crazi becom hoe moron,Offensive Language
dumbass dr  like dumb bitch,Offensive Language
froyo browni dinner tonight adult make execut deci,No Hate and Offensive
like one bitch alway shit caus fuck drama,Offensive Language
boldest side hoe come front girl nd start touchin nigguh,Offensive Language
